database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set6_P_3	QCPool_Set6_P_4	QCPool_Set7_P_3	QCPool_Set7_P_4	QCPool_Set8_P_3	QCPool_Set8_P_4	QCPool_Set9_P_3	QCPool_Set9_P_4	CovidNeg_P251_P_3	CovidNeg_P251_P_4	CovidNeg_P252_P_3	CovidNeg_P252_P_4	CovidNeg_P253_P_3	CovidNeg_P253_P_4	CovidNeg_P254_P_3	CovidNeg_P254_P_4	CovidNeg_P257_P_3	CovidNeg_P257_P_4	CovidNeg_P258_P_3	CovidNeg_P258_P_4	CovidNeg_P259_P_3	CovidNeg_P259_P_4	CovidNeg_P260_P_3	CovidNeg_P260_P_4	CovidNeg_P261_P_3	CovidNeg_P261_P_4	CovidNeg_P262_P_3	CovidNeg_P262_P_4	CovidNeg_P263_P_3	CovidNeg_P263_P_4	CovidNeg_P264_P_3	CovidNeg_P264_P_4	CovidNeg_P265_P_3	CovidNeg_P265_P_4	CovidNeg_P266_P_3	CovidNeg_P266_P_4	CovidNeg_P267_P_3	CovidNeg_P267_P_4	CovidNeg_P268_P_3	CovidNeg_P268_P_4	CovidNeg_P269_P_3	CovidNeg_P269_P_4	CovidNeg_P270_P_3	CovidNeg_P270_P_4	CovidNeg_P271_P_3	CovidNeg_P271_P_4	CovidNeg_P354_P_3	CovidNeg_P354_P_4	CovidNeg_P356_P_3	CovidNeg_P356_P_4	CovidNeg_P357_P_3	CovidNeg_P357_P_4	CovidNeg_P400_P_3	CovidNeg_P400_P_4	CovidNeg_P435_P_3	CovidNeg_P435_P_4	CovidNeg_P444_P_3	CovidNeg_P444_P_4	CovidNeg_P465_P_3	CovidNeg_P465_P_4	CovidNeg_P466_P_3	CovidNeg_P466_P_4	CovidNeg_P473_P_3	CovidNeg_P473_P_4	CovidNeg_P478_P_3	CovidNeg_P478_P_4	CovidNeg_P480_P_3	CovidNeg_P480_P_4	CovidNeg_P486_P_3	CovidNeg_P486_P_4	COVIDNsc_P274_P_3	COVIDNsc_P274_P_4	COVIDNsc_P275_P_3	COVIDNsc_P275_P_4	COVIDNsc_P276_P_3	COVIDNsc_P276_P_4	COVIDNsc_P277_P_3	COVIDNsc_P277_P_4	COVIDNsc_P278_P_3	COVIDNsc_P278_P_4	COVIDNsc_P280_P_3	COVIDNsc_P280_P_4	COVIDNsc_P281_P_3	COVIDNsc_P281_P_4	COVIDNsc_P282_P_3	COVIDNsc_P282_P_4	COVIDNsc_P290_P_3	COVIDNsc_P290_P_4	COVIDNsc_P291_P_3	COVIDNsc_P291_P_4	COVIDNsc_P292_P_3	COVIDNsc_P292_P_4	COVIDNsc_P293_P_3	COVIDNsc_P293_P_4	COVIDNsc_P294_P_3	COVIDNsc_P294_P_4	COVIDNsc_P397_P_3	COVIDNsc_P397_P_4	COVIDNsc_P308_P_3	COVIDNsc_P308_P_4	COVIDNsc_P309_P_3	COVIDNsc_P309_P_4	COVIDNsc_P295_P_3	COVIDNsc_P295_P_4	COVIDNsc_P296_P_3	COVIDNsc_P296_P_4	COVIDNsc_P299_P_3	COVIDNsc_P299_P_4	COVIDNsc_P300_P_3	COVIDNsc_P300_P_4	COVIDNsc_P301_P_3	COVIDNsc_P301_P_4	COVIDNsc_P302_P_3	COVIDNsc_P302_P_4	COVIDNsc_P303_P_3	COVIDNsc_P303_P_4	COVIDNsc_P304_P_3	COVIDNsc_P304_P_4	COVIDNsc_P305_P_3	COVIDNsc_P305_P_4	COVIDNsc_P418_P_3	COVIDNsc_P418_P_4	COVIDNsc_P419_P_3	COVIDNsc_P419_P_4	COVIDNsc_P421_P_3	COVIDNsc_P421_P_4	COVIDNsc_P422_P_3	COVIDNsc_P422_P_4	COVIDNsc_P423_P_3	COVIDNsc_P423_P_4	COVIDNsc_P424_P_3	COVIDNsc_P424_P_4	COVIDNsc_P425_P_3	COVIDNsc_P425_P_4	COVIDNsc_P426_P_3	COVIDNsc_P426_P_4	COVIDNsc_P430_P_3	COVIDNsc_P430_P_4	COVIDNsc_P431_P_3	COVIDNsc_P431_P_4	COVIDNsc_P432_P_3	COVIDNsc_P432_P_4	COVIDNsc_P433_P_3	COVIDNsc_P433_P_4	COVIDNsc_P434_P_3	COVIDNsc_P434_P_4	COVIDNsc_P436_P_3	COVIDNsc_P436_P_4	COVIDNsc_P437_P_3	COVIDNsc_P437_P_4	COVIDNsc_P443_P_3	COVIDNsc_P443_P_4	COVIDNsc_P476_P_3	COVIDNsc_P476_P_4	COVIDNsc_P479_P_3	COVIDNsc_P479_P_4	CovidSevere_P273_P_3	CovidSevere_P273_P_4	CovidSevere_P272_P_3	CovidSevere_P272_P_4	CovidSevere_P283_P_3	CovidSevere_P283_P_4	CovidSevere_P284_P_3	CovidSevere_P284_P_4	CovidSevere_P285_P_3	CovidSevere_P285_P_4	CovidSevere_P286_P_3	CovidSevere_P286_P_4	CovidSevere_P287_P_3	CovidSevere_P287_P_4	CovidSevere_P288_P_3	CovidSevere_P288_P_4	CovidSevere_P289_P_3	CovidSevere_P289_P_4	CovidSevere_P298_P_3	CovidSevere_P298_P_4	CovidSevere_P315_P_3	CovidSevere_P315_P_4	CovidSevere_P334_P_3	CovidSevere_P334_P_4	CovidSevere_P336_P_3	CovidSevere_P336_P_4	CovidSevere_P343_P_3	CovidSevere_P343_P_4	CovidSevere_P344_P_3	CovidSevere_P344_P_4	CovidSevere_P345_P_3	CovidSevere_P345_P_4	CovidSevere_P318_P_3	CovidSevere_P318_P_4	CovidSevere_P360_P_3	CovidSevere_P360_P_4	CovidSevere_P361_P_3	CovidSevere_P361_P_4	CovidSevere_P362_P_3	CovidSevere_P362_P_4	CovidSevere_P380_P_3	CovidSevere_P380_P_4	CovidSevere_P381_P_3	CovidSevere_P381_P_4	CovidSevere_P382_P_3	CovidSevere_P382_P_4	CovidSevere_P401_P_3	CovidSevere_P401_P_4	CovidSevere_P411_P_3	CovidSevere_P411_P_4	CovidSevere_P413_P_3	CovidSevere_P413_P_4	CovidSevere_P297_P_3	CovidSevere_P297_P_4	CovidSevere_P420_P_3	CovidSevere_P420_P_4	CovidSevere_P428_P_3	CovidSevere_P428_P_4	CovidSevere_P429_P_3	CovidSevere_P429_P_4	CovidSevere_P442_P_3	CovidSevere_P442_P_4	CovidSevere_P472_P_3	CovidSevere_P472_P_4	GroupArea_Sample	GroupCV_Sample_percentage
CHEBI:4784	C20H28N2O5	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O	InChI=1S/C20H28N2O5/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25)/t14-,16-,17-/m0/s1	Enalapril					8.433																																																																																																																															8572306.66802494	8485891.41267631	8908529.34345876	8951769.29901952																																							11505997.0415034	9974166.25455495																																																																8120081.35338167																																																																									8908529.34345876	12.6306854555004
CHEBI:4778	C17H26O4	CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O	InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-16(20)14(18)12-15(19)17(13)21/h12,18,21H,2-11H2,1H3	Embelin					12.761												655374650.015754	85381965.2581551	93897775.3126313	129762639.948635	80668154.2215749	84624198.882871	99686982.4130346	58537425.1204768	61990247.6203089	99538759.7361452	60944781.49093	64775495.3450493	109562451.922929	64304739.2062932	66635117.1878748	116824353.806822	69767437.0999924	68584965.5935019	479031939.77063	129529657.164341	122668642.994759	88221856.9441517	90057283.9607096	79738385.2875754	83014093.557963	78852789.7880239	81545260.4428039	66682949.4865889	70452623.5650825	77118631.2514337	84807531.4048174	82641782.9367051	81202526.8523058	77989502.514613	77429466.2191983	85429449.9588697	88588009.5736482	82578898.2778677	87387889.6045742	59739557.9766913	62415374.9699648	58470350.879452	56314145.2136104	47628973.6873471	49229083.6217247	63371513.698428	65490735.2602501	63963050.7817991	64826622.3906102	64673494.6655912	68052647.8939011	69695432.0178014	66357536.96432	65100382.5697564	66853955.5636848	72620112.1376096	74260634.4714862	71339732.7826178	73300579.7474881	73788423.9245546	73744996.8518085	73555110.1344116	74259486.719901	175202453.903258	173541788.605515	111080258.609462	107024833.512011	49768314.2362923	50114722.9012131	46170535.0527637	46908578.5858324	45788557.895781	49148321.004644	61522400.3820375	62833419.9476638	55665708.1828469	59038685.9491418	54941554.7745408	55351005.9549693	52501644.6873341	53812515.2160383	54366232.6327735	55131093.8910158	79291187.7826322	82933803.2360411	86353584.5871163	83687638.116027	84376046.8454864	88937566.7281359	83032985.8675824	85451851.7334357	78529750.6370085	83770566.628104	78088526.8918725	82865670.580188	77419509.1252638	81384990.9642728	77594634.7383216	88375487.1805316	82733647.7218438	82736916.0488795	80565148.1654488	83976188.3443423	84170434.9380194	80945157.4445605	81418621.2632678	82613372.4065931	78616543.8122888	82771097.5671552	82161546.8375359	83361134.7925554	83258288.2176158	83595906.1480503	80368037.3820319	85206578.1246196	81606791.1107327	85026977.4584475	85201787.2237287	84278052.8933805	82553903.3103515	87015345.7852114	49853213.7432543	54393307.6292901	58536641.0004841	60579210.6044794	54879134.2527486	59423280.7526876	62133648.3383044	64671103.5421807	50241782.9488387	50629044.4159924	49491902.4701759	51297262.4018341	47673438.4743156	49661630.0633566	46530380.887933	47525367.6946295	48914112.8615453	49143469.2372669	46125314.3086521	45568145.0711947	45193569.8390907	46752208.2071899	44595890.2733071	47349431.2561775	76759864.567921	79023694.935311	77467992.3774431	78422297.0126251	76697599.9894011	76675745.9526212	71306590.4864555	75431734.1551402	68334954.0767008	77568162.6820303	65558131.7234596	73496314.6739536	71144688.7624674	78496737.9060041	80601927.7440925	78886198.313448	28121045.9805234	30459237.0114205	55104949.8716443	58679836.5122071	55098842.6260147	60180844.2337745	58707776.8080327	61389585.2040738	26366075.0486524	55614893.3774721	60964313.8334122	65638019.1965244	65545502.0348418	67112640.3640486	66971192.5172503	69183538.020327	74064297.4072049	71893850.3546542	69832689.6934041	75316026.3010378	70242766.6587769	72770698.7327932	71141633.7393906	74022807.5853442	66797644.3324737	70877252.3311124	220714493.967737	227891022.776234	216259290.387026	208290059.378986	205051674.005139	200587775.890581	186737050.646269	183727124.831703	47935896.7093577	52043292.9696837	44730301.8982036	46816280.2666611	38697143.7792544	43287395.2938524	40772964.1465425	44278066.3978203	53212097.669091	55708974.9774252	30707750.2738754	32348667.4991439	56736855.8634162	57645044.9183701	57366214.7151168	59068473.9624911	57929044.915126	58286299.9991162	82000450.6037288	80091378.9714492	49454734.2611405	50005291.8146994	50891662.3297262	50055652.6700266	54603523.6265242	54869497.9848268	56619071.8240721	53140453.9706618	52316637.5378016	50954709.2782418	52331429.4056486	52254499.324522	54614168.2530562	51952417.1384704	44714793.5718493	47074879.7371609	76763739.9053239	81106346.9478942	80867933.1417653	83454696.6377737	86384101.2237353	87694145.2654007	83281620.3434559	86934989.7447427	92621225.1218454	94785113.6946074	59505229.2355601	63548339.7910141	60921636.73245	63115819.6371137	58591307.4183278	60533042.6099484	60182933.1552903	60991380.5513263	58294864.0371241	60365096.6378513	68791818.9731385	72971703.8476626	65678937.8246317	67009261.0144973	67682286.1119422	68717485.5251432	68580930.3008235	72637784.758568	65494069.3532262	69983359.194211	63262608.0009469	67178763.2913171	67067843.0262276	71239549.0968405	67841754.1432185	69775068.1486847	64819698.4858174	66069519.4395338	62776222.7285695	65805335.3077116	62947059.2183418	67001720.427638	75087957.7202078	74244706.5957671	71872163.7213935	71675622.3432325	69367202.0425007	73727172.3466219	69587490.5719664	69825901.8966629	71673174.7667101	73288860.4414198	72340477.2299898	75406283.4653236	45724364.735929	44973075.7401899	57315918.2274222	59292116.5396308	54935215.0884757	54807462.1627557	55614609.9909057	55674837.9158541	54301781.0458899	55395520.4057134	67145701.8276828	40.6708872461796
CHEBI:4778	C17H26O4	CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O	InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-16(20)14(18)12-15(19)17(13)21/h12,18,21H,2-11H2,1H3	Embelin					14.588												69307686.6862843																																																																																																																																																																																																																																																																																																								
CHEBI:4771	C12H16O3	COc1cc(CC=C)cc(OC)c1OC	InChI=1S/C12H16O3/c1-5-6-9-7-10(13-2)12(15-4)11(8-9)14-3/h5,7-8H,1,6H2,2-4H3	Elemicin					10.6																																																																																																																					17420921.6568098	17078725.2275116																																					7780836.3497099	8675292.11570143																																																																																													14507943.2257208	14771080.708114	9539860.74451332	9007696.9466263			6148787.8021294	6259295.69885897																							4651390.90720595	5234843.99738425																											8841494.53116387	45.9248140523924
CHEBI:4771	C12H16O3	COc1cc(CC=C)cc(OC)c1OC	InChI=1S/C12H16O3/c1-5-6-9-7-10(13-2)12(15-4)11(8-9)14-3/h5,7-8H,1,6H2,2-4H3	Elemicin					14.254																																																																																															11285883.6024699	12041795.8351512	5575892.97995421	6261662.39381177													5390330.86722365	6095998.96772732													5668848.58325653	6024685.52361095																																																																					12975029.6823679	12752783.9871827					6896458.09583062	6554177.81066167			5556299.69083951	5500730.90563558					7919761.77989965	8627028.24083271																							6006637.42179296	6518168.68328936											8668125.95404294	9122480.51665989				4536784.70671359																																																							6518168.68328936	34.2144513614856
CHEBI:165492	C18H30O2	OC(=O)CCCCCCC/C=C/C/C=C/C/C=C/CC	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3+,7-6+,10-9+	Elaidolinolenic acid					16.992																																																																																																																																																													12258397.8685739	13206328.5006321	5672588.24219071	5587295.11897109	10577466.4430669	10222659.5069347			40402494.635306	41091912.2112843			5598914.52476235		9269380.23503302	9444931.70628366																																																																			8756538.07488609	8800473.41851877																																																																			9444931.70628366	87.2568654232549
CHEBI:165492	C18H30O2	OC(=O)CCCCCCC/C=C/C/C=C/C/C=C/CC	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3+,7-6+,10-9+	Elaidolinolenic acid					19.652																																																																																																																																																																											14786466.992858	13684537.6752446					4919158.43745989	5407093.4232407																																																																																	6329008.77133769																																																6329008.77133769	53.1729493992909
CHEBI:28364	C20H30O2	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	Eicosapentanoic acid					17.47																																																																																																																																																																					7595786.35190331	8011975.96687135					6754451.09281253	6855100.05435142																																																																																																																																							7225443.20312737	8.25180996202284
CHEBI:28364	C20H30O2	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	Eicosapentanoic acid					14.249																																																																																																																																																																																																									6455421.65464095																																																																																																										6455421.65464095	
	C14H32N2O4			Edetol					1.237																																																																																																																																																																																																																																																																											9061417.961138																																								9061417.961138	
CHEBI:27592	C6H10N2O2	CC1=N[C@@H](CCN1)C(O)=O	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	Ectoine					1.388																																																																																		16307272.1579245						8264303.25578155																																																																			21891685.2865705																						45167206.974164	48005763.9073988																															101801627.590484	105931551.06273										20489085.1515434			13264589.381231			23758743.8292921																																			212196748.882479																										456401748.798444	481438585.636368									66008077.8320393	70589506.4209246					62968009.4702343	64097970.66175			62968009.4702343	135.441605209364
CHEBI:27592	C6H10N2O2	CC1=N[C@@H](CCN1)C(O)=O	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	Ectoine					9.514																																	123857921.418002	125291073.989848	119778035.893799	128440353.460214	124064585.730382	130592094.250751	137929898.010814	146530070.417678	166437685.139549	179735504.135242	194821621.560405	214807399.631364	196178937.331232	196118886.748251	213714186.336703	211818497.095311	229817771.924555	217041718.959869						36937953.4341291	48696772.1547526	48200667.0216179	40422764.0248343	41894983.708028	20148773.436692	19746718.9002382	6080648.46573449	23464891.3638483	25020494.7269482	6645834.26843648	35249737.3160719	37729370.3947694	40702133.3690429	41447614.6852119	43148521.6500454	39399570.5658196	44864056.2006512	23949260.945112	5321199.94399311	6330943.43497338	37053990.0822666	37447751.8516713	39465169.2674885	41299863.6376024	41393737.6111605	40770792.7276119	45191001.4207772	47008619.7837354	27530189.4381007	8541798.18463849	7400990.91503668	7151782.71507438	99500581.3467751	102478612.887833	103227787.686105	109678475.901501	105101767.042572	113566677.420127																			166686194.410917	177675868.054481	282870391.787591	291469584.488854																																																																																													179210750.183232	203179816.041549																													337725196.398458	375139527.290846									360627485.889606	336149626.214185	439354585.509562	435757209.691275							97630687.8426178	101230528.464172	158165825.702308	150714958.60117																	130049006.222302	120585024.260738																	141855323.290601	155962621.186162					126612733.236782	128716767.145983			109678475.901501	85.2965834121038
CHEBI:27592	C6H10N2O2	CC1=N[C@@H](CCN1)C(O)=O	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	Ectoine					1.442																																																																																																																			106269812.700577	106010248.512492																																																													8312016.18643191																																																																								124627137.114862	139354199.493043	227974760.906339	224651800.011361	26946531.6780577	24697852.6466426					70509939.7899309	85202030.5376561		217638208.609819					17854805.2616372												54617266.211315	54150351.2933057																											85202030.5376561	75.8692428797356
CHEBI:27592	C6H10N2O2	CC1=N[C@@H](CCN1)C(O)=O	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	Ectoine					1.5																																																																																																																																																																																																																																															148405805.303436	151730284.826815																																																																			150068045.065125	1.56646407559849
CHEBI:27592	C6H10N2O2	CC1=N[C@@H](CCN1)C(O)=O	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	Ectoine					1.306																																						9831072.19771215																																			13221270.5135127						19997301.2494727					14676410.5896837										12140191.2248903																																																																																																																																																																																																																					13221270.5135127	27.2199608054575
CHEBI:27592	C6H10N2O2	CC1=N[C@@H](CCN1)C(O)=O	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1	Ectoine					9.041																																																																																																																																																																																																																																																																					3202727.98161286																																														3202727.98161286	
CHEBI:4259	C33H40N4O6	CCC1=C(C)C(=O)NC1Cc1[nH]c(\C=C2\N=C(CC3NC(=O)C(C=C)=C3C)C(C)=C\2CCC(O)=O)c(CCC(O)=O)c1C	InChI=1S/C33H40N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h8,15,26-27,35H,2,7,9-14H2,1,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b28-15+	D-Urobilin					9.151																																																																																																																											5097319.47441902	5631542.85892752																																									6220996.05107166	6356262.28454944							11592083.0446956	12954764.6795448									8473873.18233208	8770188.81218018													7886314.63114464	8190869.42752326																																																			22739787.79982	22586707.1950462	5864163.76860252	5968591.96774161																																																							8038592.02933395	59.3721210682274
CHEBI:16634	C18H32O16	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1	D-Raffinose					1.22																																																																			114172997.742137	130834382.09267	123486754.012852	127066158.810628	132957254.278886	130667402.165197	149455534.978483	144432452.362945	104421312.077563	116323742.594398	80429103.2967393	87527644.1425007	94698052.4012046	103161708.1368	88687192.004888	90766793.3562977	94983036.0014992	97900653.3015344	93971132.5696335	96935979.8235268	83524286.5821323	98087150.1089954	98110819.8927624	97227279.0160622	94841991.4147118	95758212.0348873	97111099.9838098	102845630.361162																																																																																																																																																																																																																					97993901.7052649	17.5363589324426
CHEBI:50845	C22H24N2O8	[H][C@@]12[C@@H](C)c3cccc(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O	InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,14-15,17,25,27-29,32H,1-3H3,(H2,23,31)/t7-,10+,14+,15-,17-,22-/m0/s1	Doxycycline					8.875																																	7220773.21211468	8447931.58487495	7071487.79006361	7769858.99892025	6909578.15080086	8621172.28435333	8519159.97790463	9526951.17459056	10134081.5434303	11295041.521274	10479004.0312214	9457983.27773329	11127999.0997735	8822578.41191666	9954246.97353242	10763721.9988236	11945362.4304374	13264372.4204091	6396509.92607194	6538143.09354379	7870564.96157528	6967848.12794198	6970284.60413006	8023875.25129171	13442321.1306042	11665269.7781888	7716310.82192773	8787616.05456102	11736298.8213989	11919921.5690857	12782276.9140117	13688903.1419723	12998757.3885915	16797301.6045133	11282252.6653365	11306955.4782944	13436102.6548899	10654880.0190959	11019028.0065271	11215053.2431498	12207494.8954597	13220691.1817316			13918622.4601742	12679243.0646104	11475381.1257533	12226181.318994	11549275.5123571	10744420.8067866	12028439.9007378	16486805.5099591	16237987.0226916	14988988.6083186	19808832.0518199	19839023.010246	13277175.64519	13888534.1667421	13952382.1189803	14805475.1231522	15417954.784993	14087591.1553404	152142669.262235	151362316.105497	292940466.119649	284899570.545403	62980228.961029	62856555.8698632	18200721.4459628	19275032.0996487	122682922.804447	110377070.911359	110437890.890314	127445725.786558	115133242.185208	123023248.941447	101443675.374989	99962813.6672741			157185722.173047	194007798.137395	500959658.584451	509493248.995304	376590892.767377	322580769.258832	62564169.9153777	59166354.6260593			101676500.847796	87118688.0191222			56322322.2466132	50933904.5798805	302651911.011357	252195464.707439	55623254.8305993	55142816.8013145	53176706.1646203	67077328.8426012					69751904.5166361	65082249.9724047			29928096.1226314	24977514.3624882	234341380.323167	191380754.137578	106934091.645062	124194596.922592	57903525.4481626	69169271.6241747	14459896.3696431	16472781.4108059	66790999.5077554	82317009.9406292					85374097.3537689	103704030.3292	160479553.158918	155228081.970106	168700341.917124	202557085.873278									214051189.118727	180677191.411282	166577916.248353	140999634.660861	100257066.231664	81237624.6997173	124961246.440102	114766184.241694	86004680.9300594	76051016.8133586	5481727.32607138	5659503.84051738	107994726.360857	104516913.033229	21593116.9805944	17923877.7680146	51019118.5066749	53045440.417054	14200594.2023048	13324623.1193914	168444343.255587	217163073.078016	617349311.239171	667512368.579623			66545866.9982664	85637848.557761							322231890.319279	329739018.923371	267297727.295414	229259065.6172	78075979.4096162	86164530.4501945			162379955.135886	189916677.132785			90247057.6830561	88778930.0092054					234029549.76469	291061830.412287			104486302.739693	104100610.260574	76344958.866081	70823130.025416	282208278.474115	235127144.577291	91750596.5724142	96330196.3556069	150085066.245915	154170819.00186	461524049.34985	423906352.539253	85555709.3171307	80376686.4977602							49586553.5706457	45304148.1914708									203965224.714019	262446500.329037			285647742.529639	292178675.955825					443951612.799113	350681583.54239	341712782.427225	345849096.360143	284546814.213201	249878566.893791			335319266.692725	361031671.650655	129325115.602441	130287916.215369			91721317.3748414	105791323.416173	77728986.7876453	84497431.5591908							19196201.5068696	19322438.2075307					92199597.1193157	90031434.5793227							73437073.4193873	114.029383519695
